url,base_url,timestamp,formatted_date,archive_url,content,status,group
https://time.com/robots.txt,time.com,20230601000000,2023-06-01,https://web.archive.org/web/20230601000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20230701000000,2023-07-01,https://web.archive.org/web/20230701000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20230801000000,2023-08-01,https://web.archive.org/web/20230801000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20230901000000,2023-09-01,https://web.archive.org/web/20230901000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20231001000000,2023-10-01,https://web.archive.org/web/20231001000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20231101000000,2023-11-01,https://web.archive.org/web/20231101000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20231201000000,2023-12-01,https://web.archive.org/web/20231201000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20240101000000,2024-01-01,https://web.archive.org/web/20240101000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20240201000000,2024-02-01,https://web.archive.org/web/20240201000000/https://time.com/robots.txt,,"Error: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=15)",Group A
https://time.com/robots.txt,time.com,20240301000835,2024-03-01,https://web.archive.org/web/20240301000835/https://time.com/robots.txt,"User-Agent: *
Allow: /wp-admin/admin-ajax.php/
Disallow: /wp-admin/

User-Agent: Googlebot
Disallow: /?search*
Disallow: */munich/index_html*
Disallow: /*?__rmid___get___page
Disallow: /*?*__hsfp
Disallow: /*?*__hstc
Disallow: /*?*__rmid
Disallow: /*?*__rmidpage
Disallow: /*?*/*ref
Disallow: /*?*002/*0902
Disallow: /*?*2&hubs_content
Disallow: /*?*ajs_event
Disallow: /*?*app
Disallow: /*?*attachment_id
Disallow: /*?*author
Disallow: /*?*bcpid
Disallow: /*?*bcpidpage
Disallow: /*?*cat
Disallow: /*?*controlsVisibleOnLoad
Disallow: /*?*country
Disallow: /*?*curator
Disallow: /*?*edition
Disallow: /*?*egotecpage
Disallow: /*?*fbclid
Disallow: /*?*hl
Disallow: /*?*hsCtaTracking
Disallow: /*?*hubs_signup-cta
Disallow: /*?*iframe
Disallow: /*?*iid
Disallow: /*?*industry
Disallow: /*?*inline-read-more
Disallow: /*?*kwp_4
Disallow: /*?*library
Disallow: /*?*limit
Disallow: /*?*linkId
Disallow: /*?*luicode
Disallow: /*?*offset
Disallow: /*?*omnil
Disallow: /*?*onwardjourney
Disallow: /*?*origin
Disallow: /*?*page
Disallow: /*?*PageSpeed
Disallow: /*?*plan
Disallow: /*?*poy-poll
Disallow: /*?*ref
Disallow: /*?*reviews_page
Disallow: /*?*scrape
Disallow: /*?*scriptPath
Disallow: /*?*source
Disallow: /*?*sr_source
Disallow: /*?*subscription
Disallow: /*?*ua
Disallow: /*?*utm
Disallow: /*?*utm_campaign
Disallow: /*?*utm_medium
Disallow: /*?*utm_source
Disallow: /*?*xid
Disallow: /*?*yyyy
Disallow: /*?bclid=
Disallow: /*?bcpid=
Disallow: /*?bctid=
Disallow: /*?EGOTECpage
Disallow: /*?hc_location
Disallow: /*?pagespeed
Disallow: /*?ref=
Disallow: /*?ref=binfind.com
Disallow: /*?sa=
Disallow: /*?search
Disallow: /feed
Disallow: /nextadvisor/search/*
Disallow: /page/*/?a_aid=
Disallow: /page/*/?egotecpage
Disallow: /page/*/?hc_location=
Disallow: /page/*/?iq_id=
Disallow: /page/*/?pcd=
Disallow: /page/*/?search=
Disallow: /search/?q=*
Disallow: /time_tout/*
Disallow: /wp-admin/*
Disallow: /wp-login/*
Disallow: /uncategorized

User-Agent: GPTBot
Disallow: /

Sitemap: https://time.com/news-sitemap.xml
Sitemap: https://time.com/personal-finance/sitemap.xml
Sitemap: https://time.com/shopping/sitemap.xml
Sitemap: https://time.com/video-sitemap.xml
Sitemap: https://time.com/coupons/sitemap.xml
",success,Group A
